iter	MultiClass
433	0.9285461504
434	0.9282916507
435	0.9281914847
436	0.9279662736
437	0.9278334356
438	0.9277361162
439	0.9276097172
440	0.9273988548
441	0.9271586489
442	0.9268760108
443	0.926701392
444	0.9265447437
445	0.9263695565
446	0.926208072
447	0.9260774279
448	0.9259227769
449	0.925790528
450	0.9255909398
451	0.9254017365
452	0.9252197611
453	0.9251571595
454	0.9249704915
455	0.9248688322
456	0.9247020925
457	0.9245844455
458	0.9244221071
459	0.9242285376
460	0.9240216404
461	0.9238895416
462	0.9237784336
463	0.9236123853
464	0.9233634281
465	0.9231673407
466	0.9229486388
467	0.922821161
468	0.922650672
469	0.9225580736
470	0.9222164368
471	0.9221227457
472	0.9219347033
473	0.9218005352
474	0.921678127
475	0.9215592464
476	0.9214023764
477	0.921308331
478	0.9211555025
479	0.9210630876
480	0.9209571156
481	0.9207854461
482	0.9206287546
483	0.9205027931
484	0.920324238
485	0.9202404828
486	0.9200423138
487	0.9197776873
488	0.9195701533
489	0.919478818
490	0.9193372489
491	0.9191522678
492	0.9189866819
493	0.9188853588
494	0.9187066714
495	0.9185144368
496	0.9183891111
497	0.9182642866
498	0.918052233
499	0.9179579723
500	0.9179221923
501	0.9177704315
502	0.917592077
503	0.917404126
504	0.9173337664
505	0.9171925206
506	0.9170745491
507	0.9170139059
508	0.916765911
509	0.9166581882
510	0.9165485546
511	0.9164374039
512	0.9162141291
513	0.9160912717
514	0.9159173979
515	0.9158028158
516	0.9156003548
517	0.9155502177
518	0.9154927375
519	0.9152391153
520	0.9151466609
521	0.9150617883
522	0.914971266
523	0.9148403797
524	0.9147554491
525	0.9146766338
526	0.9145579307
527	0.9144299747
528	0.9143528611
529	0.9141461587
530	0.9140274814
531	0.9138864998
532	0.9138234312
533	0.9136895514
534	0.913568759
535	0.9134824796
536	0.9133769318
537	0.9131882292
538	0.9129196129
539	0.9128068355
540	0.9126940478
541	0.9125827584
542	0.9123726618
543	0.9122681868
544	0.9121884546
545	0.9120792116
546	0.9119558447
547	0.9118018479
548	0.9116122059
549	0.9114837935
550	0.9113838105
551	0.9113049132
552	0.9110785699
553	0.9109884602
554	0.9108480171
555	0.9106350595
556	0.9105109408
557	0.9103443022
558	0.9102706969
559	0.9101353793
560	0.9099766047
561	0.9097667446
562	0.9095962774
563	0.9094771749
564	0.9093463234
565	0.9091915165
566	0.9090347975
567	0.9088990049
568	0.9088030395
569	0.9086730411
570	0.9085308321
571	0.9084523873
572	0.9083247326
573	0.9081626107
574	0.9080879558
575	0.9078732796
576	0.9077916479
577	0.9077357006
578	0.9076650017
579	0.9076177375
580	0.9075635477
581	0.9073959401
582	0.9072897201
583	0.9071955383
584	0.9070840243
585	0.9069350448
586	0.9067720427
587	0.9066594972
588	0.9065436555
589	0.9064243781
590	0.906357033
591	0.9062126808
592	0.9061308784
593	0.9060085072
594	0.9058688418
595	0.9057437556
596	0.9055713885
597	0.9054907028
598	0.9053914116
599	0.9053447719
600	0.9052532561
601	0.9051347582
602	0.9050367051
603	0.9048442642
604	0.9047015843
605	0.9046421321
606	0.9045256814
607	0.9043649503
608	0.9042648354
609	0.9041917527
610	0.9040643937
611	0.9040112021
612	0.9039315312
613	0.9038613162
614	0.9037220211
615	0.9035805636
616	0.9034303181
617	0.9032598526
618	0.903112546
619	0.9029566352
620	0.9028572693
621	0.9027023581
622	0.9025627382
623	0.9024906348
624	0.9024476505
625	0.9022780131
626	0.9021685544
627	0.9019484216
628	0.9017816626
629	0.9016742672
630	0.9015261713
631	0.901473342
632	0.9013751456
633	0.9012902001
634	0.901172782
635	0.9010783622
636	0.9008814269
637	0.900726428
638	0.9006097678
639	0.9004958585
640	0.9003604374
641	0.9002818193
642	0.9001846414
643	0.9000124459
644	0.8999406395
645	0.899840135
646	0.8997609891
647	0.8996582873
648	0.8995215828
649	0.8993026247
650	0.8991897487
651	0.8991119802
652	0.8989493409
653	0.8988420171
654	0.8987617623
655	0.8986295336
656	0.898489173
657	0.8984617507
658	0.8983259569
659	0.8982540007
660	0.8981527891
661	0.8979894039
662	0.8978384122
663	0.8976860372
664	0.8975521739
665	0.8974992975
666	0.8973497286
667	0.8972773236
668	0.8972299688
669	0.89715337
670	0.8970808331
671	0.8969287933
672	0.8967510661
673	0.896669649
674	0.8965901235
675	0.8964240216
676	0.8962958566
677	0.896229056
678	0.8961429599
679	0.8960546327
680	0.8959462648
681	0.8957716883
682	0.895693331
683	0.8956331451
684	0.8955190359
685	0.8953797917
686	0.8952677959
687	0.8951625791
688	0.8950413484
689	0.8948913534
690	0.8947828099
691	0.8946121889
692	0.894385106
693	0.8943176538
694	0.8942198268
695	0.8941408577
696	0.8939510851
697	0.8938713435
698	0.8938113892
699	0.8936883152
700	0.8934699718
701	0.8933411784
702	0.8932606046
703	0.8930972041
704	0.8929655458
705	0.8929004611
706	0.8928044678
707	0.8926964251
708	0.8925682124
709	0.8924368401
710	0.8923530295
711	0.8922662412
712	0.8920384871
713	0.8919810826
714	0.8919478216
715	0.8918378144
716	0.8917733423
717	0.89163791
718	0.8915905212
719	0.8915266131
720	0.8914018029
721	0.8912944878
722	0.8911636862
723	0.8910513235
724	0.8909976133
725	0.8909165746
726	0.8908540921
727	0.8907040704
728	0.890540083
729	0.8904880296
730	0.8904091439
731	0.8902532937
732	0.8901692695
733	0.8900328842
734	0.8899826509
735	0.8898011543
736	0.8897579696
737	0.8897119132
738	0.8896064413
739	0.8895220072
740	0.8894427814
741	0.889280127
742	0.8891845819
743	0.889071319
744	0.8890028966
745	0.8889541456
746	0.8888462568
747	0.8887827552
748	0.8887191469
749	0.8886378746
750	0.8885230782
751	0.8884112983
752	0.8882936496
753	0.8881116877
754	0.8880479633
755	0.8879244518
756	0.8878106924
757	0.8877147921
758	0.8876454321
759	0.8876214112
760	0.8875723692
761	0.8874616649
762	0.8873539758
763	0.8872919325
764	0.8872272198
765	0.8870813368
766	0.8870135375
767	0.8868528246
768	0.8867592864
769	0.8865821337
770	0.8863949268
771	0.8863450139
772	0.8862203213
773	0.8861336334
774	0.8860527252
775	0.8860069551
776	0.8859283024
777	0.8858849403
778	0.885799052
779	0.8856782385
780	0.8856161147
781	0.8855050627
782	0.8853707948
783	0.8852423588
784	0.885149284
785	0.884978773
786	0.8848546422
787	0.8848124683
788	0.8847168451
789	0.8846567309
790	0.8845732218
791	0.8844674005
792	0.8843551781
793	0.8842812935
794	0.8841963718
795	0.8841119029
796	0.8839751362
797	0.8838818049
798	0.8838022722
799	0.8837014386
800	0.8835755646
801	0.8834374883
802	0.8833291708
803	0.8832597319
804	0.8831147893
805	0.8830330068
806	0.8829549189
807	0.8827846083
808	0.8827593705
809	0.8827193293
810	0.8826150517
811	0.8825518046
812	0.8825256289
813	0.8824335842
814	0.8823510896
815	0.8821763325
816	0.882029208
817	0.881942176
818	0.881830099
819	0.8817639573
820	0.8817151118
821	0.8816155039
822	0.8815746677
823	0.8814595522
824	0.8813313033
825	0.8811817097
826	0.8810622968
827	0.8810260962
828	0.8809871813
829	0.8809345365
830	0.880874868
831	0.8808060413
832	0.8807274649
833	0.8806419167
834	0.8805568848
835	0.8804171769
836	0.8802993185
837	0.8802272162
838	0.8801571159
839	0.8801204349
840	0.8800333929
841	0.8799201743
842	0.8797669248
843	0.8796814332
844	0.879576258
845	0.8795108352
846	0.8794603105
847	0.87932376
848	0.879246433
849	0.8791121733
850	0.879011911
851	0.8789357456
852	0.8788338208
853	0.8787025787
854	0.8786267719
855	0.8785301306
856	0.8784308476
857	0.8783540226
858	0.8782369552
859	0.8781110293
860	0.8780372959
861	0.8779637939
862	0.8778601672
863	0.8778364313
864	0.8777642915
865	0.8777033074
866	0.8775310421
867	0.8774888235
868	0.8774018457
869	0.8773343044
870	0.8771955079
871	0.8771262027
872	0.8770683754
873	0.8770189429
874	0.8769119969
875	0.8767781743
876	0.8767105578
877	0.8766190257
878	0.8765685013
879	0.8763611937
880	0.8762953297
881	0.8761855854
882	0.8760750128
883	0.8760020097
884	0.8758472905
885	0.8757925225
886	0.8757492628
887	0.8756748475
888	0.8755772351
889	0.875506213
890	0.8754465132
891	0.8753407178
892	0.875250409
893	0.8751710099
894	0.8750682459
895	0.8749722162
896	0.8748683911
897	0.8747843242
898	0.8747323144
899	0.8746753886
900	0.8745958529
901	0.8744916107
902	0.8743511607
903	0.8742539713
904	0.8741846626
905	0.8741013915
906	0.8740513502
907	0.8739872562
908	0.8739502572
909	0.8738271255
910	0.8737373123
911	0.8736710935
912	0.8735595265
913	0.8734503471
914	0.8733559421
915	0.8733149481
916	0.8732448999
917	0.8731704016
918	0.8731066161
919	0.873033871
920	0.8729249204
921	0.8728527458
922	0.8727845822
923	0.8727101984
924	0.8726304106
925	0.8726093506
926	0.8725317163
927	0.8724965201
928	0.8724570004
929	0.8724069523
930	0.8722827321
931	0.8721736266
932	0.8720655278
933	0.872019212
934	0.8719782572
935	0.8719106569
936	0.8718136501
937	0.8717673377
938	0.8717061033
939	0.8715815249
940	0.8715265817
941	0.8714405799
942	0.8713771206
943	0.8713128306
944	0.8712551477
945	0.8712220829
946	0.8711315149
947	0.8710755735
948	0.8709693286
949	0.8708808683
950	0.8707851459
951	0.8707467061
952	0.8706856924
953	0.8706695901
954	0.8706328375
955	0.8705821636
956	0.8704931113
957	0.8703729737
958	0.87026965
959	0.8702107253
960	0.8701345035
961	0.8700391175
962	0.8699423684
963	0.8698903084
964	0.8698636025
965	0.8697328884
966	0.8696794595
967	0.869587107
968	0.8695084611
969	0.8694107684
970	0.8693765201
971	0.8692768588
972	0.8691959643
973	0.8690654279
974	0.8690078063
975	0.8689652941
976	0.8688604124
977	0.8687990858
978	0.8687182501
979	0.8686156829
980	0.8685295769
981	0.868442216
982	0.8683802898
983	0.8683234984
984	0.8682195332
985	0.8681889045
986	0.8680474166
987	0.8679977105
988	0.8679217975
989	0.8678437383
990	0.8677937812
991	0.8676808128
992	0.8675804756
993	0.8675443647
994	0.8674196747
995	0.8673900096
996	0.867319433
997	0.867247492
998	0.8671648062
999	0.8670411839
1000	0.8669076613
1001	0.8668240904
1002	0.8667813055
1003	0.866644587
1004	0.8665764792
1005	0.8665059347
1006	0.8664188
1007	0.8663693809
1008	0.8663323571
1009	0.8662305735
1010	0.8661290813
1011	0.8660079441
1012	0.8659771783
1013	0.8659359247
1014	0.8658544183
1015	0.8658020288
1016	0.8657535646
1017	0.8656768509
1018	0.8656235506
1019	0.8655332019
1020	0.8655051809
1021	0.8653938401
1022	0.865323601
1023	0.8652455896
1024	0.8651208852
1025	0.8650517909
1026	0.8650197939
1027	0.8648773807
1028	0.8648027504
1029	0.8646960502
1030	0.8646403829
1031	0.864598019
1032	0.864477897
1033	0.8644246179
1034	0.8643898684
1035	0.8643643645
1036	0.864307068
1037	0.8642135594
1038	0.8641812279
1039	0.8641208464
1040	0.8640032164
1041	0.863962484
1042	0.8638894385
1043	0.8638140041
1044	0.8637006433
1045	0.8636102349
1046	0.8635757143
1047	0.86347044
1048	0.8634191861
1049	0.86339158
1050	0.8632968677
1051	0.8632619206
1052	0.8631715196
1053	0.8631098065
1054	0.8630499429
1055	0.8629825414
1056	0.862929611
1057	0.8628682027
1058	0.8627859891
1059	0.8626803199
1060	0.862646107
1061	0.8625722098
1062	0.8625274308
1063	0.8624432452
1064	0.862397053
1065	0.8623313426
1066	0.862154364
1067	0.8620584431
1068	0.8620038246
1069	0.8619294749
1070	0.8618987885
1071	0.8618763938
1072	0.861819648
1073	0.8617359288
1074	0.8616986555
1075	0.8616600022
1076	0.8616057345
1077	0.8615703743
1078	0.8614891186
1079	0.8613338336
1080	0.8612516531
1081	0.8611751477
1082	0.8611403668
1083	0.8610862185
1084	0.8610474507
1085	0.8609903853
1086	0.8608676831
1087	0.8607669542
1088	0.8607069357
1089	0.8606797394
1090	0.8605757844
1091	0.8605147561
1092	0.8604480305
1093	0.8603916912
1094	0.8603198689
1095	0.8602710287
1096	0.8602412452
1097	0.8601604672
1098	0.8600946631
1099	0.860046122
1100	0.8599938861
1101	0.8599709743
1102	0.8598702034
1103	0.8598000535
1104	0.8597439295
1105	0.8596997062
1106	0.8596174882
1107	0.8595786515
1108	0.8595053561
1109	0.8594342413
1110	0.8593394973
1111	0.859253164
1112	0.8591779774
1113	0.8590815105
1114	0.8590075619
1115	0.8589445228
1116	0.8588061717
1117	0.8586814203
1118	0.8586182178
1119	0.8585762055
1120	0.8585453059
1121	0.8585212177
1122	0.8584506759
1123	0.858399249
1124	0.8583264726
1125	0.8582282102
1126	0.8581265105
1127	0.8580611734
1128	0.8580022491
1129	0.8579443699
1130	0.8579061665
1131	0.8578482523
1132	0.8577334544
1133	0.857639962
1134	0.8575570709
1135	0.8574828623
1136	0.8574319598
1137	0.8573554072
1138	0.8572782951
1139	0.8572368175
1140	0.8572208327
1141	0.8571243456
1142	0.8570697857
1143	0.8570060367
1144	0.8569004035
1145	0.8568189492
1146	0.8567820285
1147	0.85673318
1148	0.8567016377
1149	0.8566704734
1150	0.856607964
1151	0.8565432666
1152	0.8564506287
1153	0.8564268433
1154	0.8563910603
1155	0.8563120011
1156	0.8562909326
1157	0.8561920614
1158	0.8560910455
1159	0.8560471512
1160	0.8559769595
1161	0.8558398039
1162	0.8557873047
1163	0.8557169674
1164	0.8556624391
1165	0.8555837709
1166	0.8554950302
1167	0.8554152647
1168	0.8553305877
1169	0.8553054572
1170	0.8551907458
1171	0.8551544189
1172	0.8550638568
1173	0.8550291929
1174	0.8549594048
1175	0.854891906
1176	0.8548138319
1177	0.8547474451
1178	0.8547026657
1179	0.8546238945
1180	0.8545992239
1181	0.8545291936
1182	0.8544947117
1183	0.8544268367
1184	0.8542787418
1185	0.8542016207
1186	0.8541408132
1187	0.8541002445
1188	0.8540152257
1189	0.8539459096
1190	0.8539247482
1191	0.8538893109
1192	0.8537707765
1193	0.8536929352
1194	0.853607939
1195	0.85358462
1196	0.8535251544
1197	0.8534096779
1198	0.8533279093
1199	0.8532643397
1200	0.8532208348
1201	0.853178707
1202	0.8531527724
1203	0.8531275319
1204	0.8531113694
1205	0.853080147
1206	0.8529920521
1207	0.8529127188
1208	0.8527579811
1209	0.8526984668
1210	0.8526383106
1211	0.8525848067
1212	0.8525282615
1213	0.8524779182
1214	0.8524339145
1215	0.8523949698
1216	0.8522470972
1217	0.8521394064
1218	0.8521233629
1219	0.8520341821
1220	0.8519824302
1221	0.8519093718
1222	0.8518630689
1223	0.8518396649
1224	0.851724365
1225	0.8516581131
1226	0.8516242028
1227	0.8516009555
1228	0.8515401815
1229	0.8515392665
1230	0.8514679662
1231	0.8514212684
1232	0.851344209
1233	0.8512762946
1234	0.8511517738
1235	0.8511173796
1236	0.8510855691
1237	0.8510265746
1238	0.8509444444
1239	0.850893195
1240	0.8507791908
1241	0.8507589103
1242	0.8506631062
1243	0.8505935343
1244	0.8505523379
1245	0.85051389
1246	0.8504822565
1247	0.8503985861
1248	0.8503304488
1249	0.8503206623
1250	0.8503000021
1251	0.8502396764
1252	0.8501789825
1253	0.8501487625
1254	0.8500452258
1255	0.8499747959
1256	0.8499150536
1257	0.8498596333
1258	0.8498217957
1259	0.8497515447
1260	0.8496887225
1261	0.8496425461
1262	0.849562574
1263	0.8494633731
1264	0.8493876623
1265	0.8493289005
1266	0.8493081679
1267	0.849236482
1268	0.8492034493
1269	0.8491108527
1270	0.849034627
1271	0.8490197052
1272	0.848936083
1273	0.8488789736
1274	0.8488191934
1275	0.848779028
1276	0.848704427
1277	0.848624631
1278	0.8485732886
1279	0.8484929847
1280	0.8484237441
1281	0.8483974318
1282	0.8482769859
1283	0.8481762181
1284	0.8481586703
1285	0.8480927237
1286	0.848050154
1287	0.8479837534
1288	0.8479496758
1289	0.8478457486
1290	0.8477723882
1291	0.8477321193
1292	0.8476445024
1293	0.8475832597
1294	0.8475416834
1295	0.8474367591
1296	0.8474015971
1297	0.8473541604
1298	0.8472952092
1299	0.8471972898
1300	0.8471199887
1301	0.8470475344
1302	0.8470279982
1303	0.8469259352
1304	0.8468549167
1305	0.8468482906
1306	0.846775683
1307	0.8467565213
1308	0.8467269886
1309	0.8466389061
1310	0.8466318295
1311	0.8465526199
1312	0.8464601296
1313	0.8464271866
1314	0.846382594
1315	0.8462854774
1316	0.846252216
1317	0.8461681281
1318	0.8460938752
1319	0.8460362931
1320	0.8459690307
1321	0.8458923412
1322	0.8458198566
1323	0.8457146532
1324	0.8456524278
1325	0.8456013183
1326	0.8455840263
1327	0.8455183219
1328	0.8454095606
1329	0.845343883
1330	0.8452843367
1331	0.8452386784
1332	0.8451962313
1333	0.8451786847
1334	0.8451263431
1335	0.8451036036
1336	0.8450418653
1337	0.8450155607
1338	0.8449753456
